segment_id,lat_center,lon_center,lat_mean,lon_mean,lat_bin,lon_bin,police_station,junction_name,junction_bucket,road_class,road_width_m,event_count,map_matching_mode,representative_location,road_name,osm_highway,geometry_wkt,segment_total_events,segment_event_rate,segment_rank_pct
osm_way_1219679131,13.1214497599426,77.61435111645235,13.121486574358977,77.61403005384615,13121,77611,Yelahanka,No Junction,No Junction,secondary,9.0,39,osm_overpass_nearest_road,"Bagaluru Main Road, Nitesh Central Park, Vinayak Nagar, Kattigenahalli, Bengaluru, Karnataka. Pin-560063 (India)",Bagalur Road,secondary,"LINESTRING (77.6176767 13.1212103, 77.6173333 13.1211478, 77.6172556 13.1211358, 77.6170535 13.1211216, 77.6170091 13.1211185, 77.6167913 13.1210909, 77.6166846 13.1210774, 77.6165264 13.1210578, 77.6163511 13.1210937, 77.6160022 13.1211703, 77.6157016 13.1212266, 77.6156393 13.1212364, 77.6154364 13.1212918, 77.6152514 13.1213356, 77.6148734 13.1214247, 77.614518 13.1215092, 77.6141513 13.1215459, 77.6137612 13.121585, 77.6136398 13.1215972, 77.6133027 13.121631, 77.6131112 13.1216522, 77.612841 13.1216711, 77.6125378 13.1216899, 77.6111498 13.1217478, 77.611004 13.1217727)",31.0,0.009939083039435716,0.6051026957637997
osm_way_1052577130,13.010056388892306,77.55733197920341,13.009243533333334,77.5556533948718,13009,77555,Malleshwaram,No Junction,No Junction,residential,6.0,39,osm_overpass_nearest_road,"Pipeline Road, Dr Rajkumar Road 17th Cross Junction, Rajaji Nagar, Bengaluru, Karnataka. Pin-560010 (India)",,residential,"LINESTRING (77.5591228 13.0108835, 77.5579028 13.0103186, 77.5567271 13.0097696, 77.5564874 13.0096632, 77.5555342 13.0092447)",39.0,0.012504007694773967,0.6731386392811296
osm_way_259484450,12.938370362588113,77.58643117978482,12.937240689743591,77.58536585128205,12937,77585,Wilson Garden,No Junction,No Junction,residential,6.0,39,osm_overpass_nearest_road,"7th Cross Road, Madhavan Circle, Jayanagar East, Bengaluru, Karnataka. Pin-560011 (India)",7th Cross Road,residential,"LINESTRING (77.5851542 12.9371516, 77.5851992 12.9371577, 77.5852423 12.9371721, 77.585423 12.9373381, 77.5858606 12.9377669, 77.5861619 12.9380359, 77.5864553 12.9383161, 77.5867775 12.9386045, 77.5873855 12.9392111, 77.5868945 12.9396043)",38.0,0.012183392112856685,0.6659178433889602
osm_way_1227562844,12.975145065927254,77.60767242278868,12.975048412820511,77.60770450769233,12975,77607,Cubbon Park,BTP051 - Safina Plaza Junction,Named Junction,secondary,9.0,39,osm_overpass_nearest_road,"Mahatma Gandhi Road, Cauvery Junction, Shanthala Nagar, Bengaluru, Karnataka. Pin-560001 (India)",Mahatma Gandhi Road,secondary,"LINESTRING (77.6079337 12.9750849, 77.6078044 12.9751124, 77.6074118 12.9752081)",39.0,0.012504007694773967,0.6731386392811296
osm_way_543287425,12.966667436097312,77.64208749185691,12.966786910256412,77.6416139076923,12966,77641,Jeevanbheemanagar,"BTP148 - 17th Main, Doopanahalli Bus Stop",Named Junction,residential,6.0,39,osm_overpass_nearest_road,"15th Main Road, Dr BR Ambedkar Circle, Indiranagar, Bengaluru, Karnataka. Pin-560008 (India)",15th Main Road,residential,"LINESTRING (77.6426727 12.9665146, 77.6424016 12.9665812, 77.6420876 12.9666648, 77.6415763 12.9668087, 77.6415028 12.9668211)",35.0,0.01122154536710484,0.641367137355584
osm_way_31564817,13.03246490250951,77.62402218850951,13.032764125641025,77.62409884102564,13033,77624,K.G. Halli,No Junction,No Junction,residential,6.0,39,osm_overpass_nearest_road,"5th Cross Road, Sri Muthu Mariyamma Circle, Govindpura, Bengaluru, Karnataka. Pin-560045 (India)",5th Cross Road,residential,"LINESTRING (77.6242865 13.0336754, 77.624093 13.0327894, 77.6240702 13.0326849, 77.6240152 13.0324328, 77.6240033 13.0323783, 77.6238101 13.0314935, 77.6237579 13.0312544)",39.0,0.012504007694773967,0.6731386392811296
osm_way_1197001100,12.936195349999998,77.61506945,12.936036815384616,77.61519445384616,12936,77615,Adugodi,BTP135 - UCO Bank Junction,Named Junction,secondary,9.0,39,osm_overpass_nearest_road,"1st Main Road, Block 7, Koramangala, Bengaluru, Karnataka. Pin-560095 (India)",1st Main Road,tertiary,"LINESTRING (77.6152534 12.9359344, 77.6148855 12.9364563)",37.0,0.011862776530939404,0.6578947368421053
osm_way_217565204,12.947875092583661,77.63940161263862,12.953666543589746,77.64082726666668,12954,77641,Jeevanbheemanagar,No Junction,No Junction,primary,12.0,39,osm_overpass_nearest_road,"Domlur Inner Ring Road, West Wing, Amar Jyothi Layout, Domlur, Bengaluru, Karnataka. Pin-560071 (India)",Inner Ring Road,primary,"LINESTRING (77.6414244 12.9580802, 77.6414143 12.9578378, 77.6414572 12.9572673, 77.6414725 12.9568439, 77.6414648 12.9563798, 77.6414584 12.9558698, 77.6414394 12.9554138, 77.6413866 12.9547164, 77.6413707 12.9543943, 77.6413288 12.9541917, 77.6412439 12.9539876, 77.6409533 12.9534566, 77.6408801 12.9533227, 77.640587 12.9528182, 77.6403398 12.9524091, 77.6400015 12.9518287, 77.6399105 12.9516986, 77.6398655 12.9516151, 77.6397621 12.951437, 77.6396302 12.95119, 77.639535 12.9509894, 77.6394865 12.9508872, 77.6394576 12.9508219, 77.6393213 12.9505385, 77.6392718 12.9503986, 77.6392413 12.9502519, 77.6392322 12.9500894, 77.639263 12.949896, 77.6393191 12.9497665, 77.63942 12.949585, 77.6394959 12.9494899, 77.6395968 12.9493752, 77.640059 12.9489289, 77.6404073 12.9486593, 77.6405552 12.9485184, 77.640637 12.9484388, 77.6407006 12.9483606, 77.6408227 12.9481415, 77.640877 12.9479787, 77.6409046 12.9478144, 77.6409106 12.9475444, 77.6408986 12.9474127, 77.64089 12.9473464, 77.6408761 12.9472949, 77.6408448 12.9472059, 77.6407456 12.9470102, 77.64046 12.9465253, 77.6401963 12.9461245, 77.6401606 12.9460702, 77.640153 12.9460574, 77.6401043 12.945974, 77.6400807 12.9459361, 77.6394944 12.9449882, 77.6389194 12.9440523, 77.638443 12.9432695, 77.6379266 12.9424487, 77.6374358 12.9416396, 77.636945 12.9408345, 77.6367245 12.9404689, 77.636626 12.9403057, 77.6363563 12.9399024, 77.6362006 12.9396895, 77.6361014 12.9395719, 77.6358302 12.9393019, 77.6355649 12.9390747, 77.6354094 12.9389693, 77.6352196 12.9388543, 77.6350003 12.9387511, 77.6347645 12.9386513)",36.0,0.011542160949022122,0.6495507060333762
osm_way_126892861,12.899694592341719,77.59234193457384,12.901385797435896,77.59375091794871,12901,77593,J.P. Nagar,No Junction,No Junction,secondary,9.0,39,osm_overpass_nearest_road,"Rose Garden Road, Kalyani Vista Phase 2, JP Nagar Phase 5, Bengaluru, Karnataka. Pin-560078 (India)",Rose Garden Road,tertiary,"LINESTRING (77.5898785 12.8975212, 77.589906 12.8975307, 77.589928 12.8975468, 77.5899895 12.8976493, 77.5900197 12.8976781, 77.5900585 12.8976917, 77.590069 12.8976945, 77.5902871 12.8977526, 77.5907959 12.8978974, 77.5910735 12.8979731, 77.5914574 12.8980748, 77.5915034 12.8980956, 77.5915083 12.8981402, 77.5914751 12.8983506, 77.5914077 12.8987102, 77.5913693 12.8989684, 77.5913849 12.8993288, 77.5914522 12.8993588, 77.5921935 12.8998092, 77.5927437 12.9001366, 77.5927844 12.9001562, 77.5929891 12.9002542, 77.5932922 12.9003862, 77.5934684 12.9004553, 77.5935082 12.9005261, 77.5934692 12.9010503, 77.593614 12.9012595, 77.593924 12.901517, 77.5941674 12.9016261, 77.5943863 12.9017242, 77.5945465 12.901774, 77.5949238 12.9017478, 77.5949897 12.9017299)",38.0,0.012183392112856685,0.6659178433889602
osm_way_1095794748,12.979477374750735,77.57298432742539,12.979545176923077,77.57298245384615,12979,77573,Upparpet,BTP057 - Anand Rao Junction,Named Junction,residential,6.0,39,osm_overpass_nearest_road,"Dhanvanthri Road, Ayurvedic Hospital Junction, Gandhi Nagar, Bengaluru, Karnataka. Pin-560009 (India)",,service,"LINESTRING (77.572894 12.9793117, 77.5728973 12.9794016, 77.5729026 12.9794447, 77.5729345 12.9794947, 77.5729717 12.9795326, 77.5730424 12.9795499, 77.5730973 12.9795378, 77.5731645 12.9795086)",39.0,0.012504007694773967,0.6731386392811296
osm_way_199024150,13.01080064824283,77.54347831109844,13.01052144871795,77.54342356666666,13011,77543,Rajajinagar,No Junction,No Junction,secondary,9.0,39,osm_overpass_nearest_road,"8th Main Road, Sri Vasavi Garden, Mahalakshmi Layout, Bengaluru, Karnataka. Pin-560086 (India)",8th Main Road,tertiary,"LINESTRING (77.5432757 13.0096257, 77.5432911 13.0097873, 77.5432956 13.0098362, 77.5433184 13.0099766, 77.5433425 13.0101229, 77.5433508 13.0101967, 77.5433876 13.0104175, 77.543418 13.0105919, 77.5434475 13.0107561, 77.5434854 13.0109405, 77.543575 13.0113865, 77.5436045 13.0115464, 77.5436336 13.0116719, 77.5437425 13.0117773, 77.5438002 13.011836, 77.5438575 13.0118943)",38.0,0.012183392112856685,0.6659178433889602
osm_way_37339764,12.961856561519529,77.57678326280552,12.961627733333334,77.57730345384616,12961,77577,City Market,BTP082 - KR Market Junction,Named Junction,secondary,9.0,39,osm_overpass_nearest_road,"VVI Road, Mothinagar, Kalasipalyam, Bengaluru, Karnataka. Pin-560002 (India)",,tertiary,"LINESTRING (77.5758651 12.9622807, 77.5759448 12.9622427, 77.5760105 12.9622087, 77.5762747 12.9620719, 77.5769816 12.9617626, 77.5774783 12.9615575, 77.5777141 12.9614601)",35.0,0.01122154536710484,0.641367137355584
osm_way_182650560,12.972224541252851,77.53702846705964,12.972117812820509,77.53703866153847,12973,77537,Vijayanagara,BTP028 - Vijayanagar Bus Stand Junction,Named Junction,residential,6.0,39,osm_overpass_nearest_road,"18th Cross Road, MRCR Extension, Vijaya Nagar, Bengaluru, Karnataka. Pin-560040 (India)",17th Cross Road,residential,"LINESTRING (77.5377197 12.973303, 77.5376824 12.9732604, 77.5374401 12.9729869, 77.5371881 12.9726681, 77.537055 12.9724043, 77.5368988 12.9720985, 77.536775 12.9717625, 77.536653 12.971423, 77.5365297 12.9710383)",37.0,0.011862776530939404,0.6578947368421053
osm_way_1184942711,12.996480630215887,77.69550272714937,12.995655615870861,77.69560384666879,12995,77695,Mahadevapura,No Junction,No Junction,residential,6.0,39,osm_overpass_nearest_road,"Whitefield Road, VR Mall, Dyavasandra Industrial Estate Phase 2, Mahadevapura, Bengaluru, Karnataka. Pin-560048 (India)",,service,"LINESTRING (77.6948999 12.9964748, 77.694982 12.9968685, 77.6950033 12.9968953, 77.6950247 12.9969067, 77.6950497 12.9969064, 77.6958375 12.9967193, 77.695874 12.9966818, 77.6958917 12.996632, 77.695739 12.996024, 77.6957 12.9958685, 77.6956597 12.9957191, 77.6956081 12.9955915)",27.0,0.008656620711766592,0.5630616174582799
osm_way_173560329,12.97877909666154,77.61503215104497,12.979609805128204,77.61424365128205,12979,77614,Halasur,No Junction,No Junction,secondary,9.0,39,osm_overpass_nearest_road,"Compensation Road, Sivanchetti Gardens, Bengaluru, Karnataka. Pin-560042 (India)",Dickenson Road,secondary,"LINESTRING (77.6141325 12.9797288, 77.6141386 12.9796522, 77.6141487 12.9796141, 77.6141984 12.9795445, 77.6142671 12.9794944, 77.6144748 12.9794107, 77.6146967 12.9793213, 77.6148087 12.9792762, 77.6151726 12.9791296, 77.6151979 12.9791195, 77.6152634 12.9790934, 77.6154676 12.9789991, 77.6155239 12.9789668, 77.6155426 12.9789534, 77.6155537 12.9789326, 77.6155489 12.9789115, 77.6155406 12.9788913, 77.6154967 12.9788086, 77.615416 12.9786218, 77.6153794 12.9785316, 77.6150741 12.9774784)",39.0,0.012504007694773967,0.6731386392811296
osm_way_1316592551,12.982336067496394,77.59959420194996,12.98207219230769,77.59942834102564,12982,77599,Shivajinagar,BTP042 - Minsk Square Junction (CTO),Named Junction,residential,6.0,39,osm_overpass_nearest_road,"Infantry Road, Coffee Board Junction, Vasant Nagar, Bengaluru, Karnataka. Pin-560001 (India)",,service,"LINESTRING (77.5993601 12.9820584, 77.59955 12.9825487, 77.5995705 12.982592, 77.5996063 12.9825955, 77.5997441 12.9825466, 77.5997805 12.9825255, 77.5997794 12.9824894, 77.5995934 12.9819872)",39.0,0.012504007694773967,0.6731386392811296
osm_way_1335867266,12.949559051154905,77.59715327099916,12.949450371794871,77.59730997948716,12950,77596,Wilson Garden,"BTP123 - 10th Cross, Wilson Garden",Named Junction,secondary,9.0,39,osm_overpass_nearest_road,"H Siddiah Road, Narayanpura, Wilson Garden, Bengaluru, Karnataka. Pin-560030 (India)",Siddaiah Road,secondary,"LINESTRING (77.59652 12.9501152, 77.5969653 12.949728, 77.59706 12.9496446, 77.5973902 12.9493541, 77.5977791 12.9489946)",19.0,0.006091696056428343,0.43645699614890887
osm_way_1155999867,12.975087712535101,77.54593274384722,12.974745774358974,77.54619985641027,12974,77546,Vijayanagara,BTP020 - Hosahalli Metro Station,Named Junction,residential,6.0,39,osm_overpass_nearest_road,"Chord Road, Sindhya Sunshine Apartment, Vijaya Nagar, Bengaluru, Karnataka. Pin-560040 (India)",,residential,"LINESTRING (77.5450548 12.975389, 77.5454219 12.9753205, 77.5456263 12.9752828, 77.5459236 12.9752549, 77.5462079 12.9751377, 77.5463266 12.9749309, 77.5464934 12.9745653, 77.5465034 12.9744946, 77.5464951 12.9744271)",39.0,0.012504007694773967,0.6731386392811296
osm_way_133882079,13.032141186497364,77.58971565099988,13.033503348717947,77.5887100871795,13033,77588,Hebbala,No Junction,No Junction,secondary,9.0,39,osm_overpass_nearest_road,"Anand Nagar Main Road, Vinayaka Nagar, Hebbal, Bengaluru, Karnataka. Pin-560024 (India)",Anandnagar Main Road,tertiary,"LINESTRING (77.5884402 13.0335721, 77.5887434 13.0335155, 77.5895901 13.0333824, 77.5901402 13.033305, 77.5902051 13.0332494, 77.5902068 13.0332114, 77.5901536 13.0329062, 77.5901029 13.0326255, 77.5900548 13.0323091, 77.5899875 13.0320145, 77.5899285 13.0317285, 77.5898579 13.0314234, 77.5898022 13.0311514, 77.5897748 13.0308288, 77.5897508 13.030469, 77.5897266 13.0301077, 77.5897001 13.0297229)",39.0,0.012504007694773967,0.6731386392811296
osm_way_42375968,13.032624255927079,77.5639761492603,13.031975697368424,77.56384501315789,13032,77563,Yeshwanthpura,No Junction,No Junction,secondary,9.0,38,osm_overpass_nearest_road,"6th Main Road, Prestige MSR, MSR Nagar, Bengaluru, Karnataka. Pin-560054 (India)",6th Main Road,tertiary,"LINESTRING (77.5644377 13.0352463, 77.5643803 13.0350468, 77.5642956 13.0348281, 77.5642459 13.0346997, 77.5642194 13.0344318, 77.564197 13.0341563, 77.5641611 13.0338551, 77.5641416 13.0335593, 77.5641033 13.0334, 77.5639776 13.0327304, 77.5639706 13.0326756, 77.5638826 13.0319933, 77.5638727 13.0319464, 77.563697 13.0307399, 77.563584 13.0299809)",25.0,0.008015389547932029,0.5344993581514762
osm_way_324045665,12.960979952234208,77.58384694541965,12.960885689473685,77.58381499736842,12960,77583,Halasuru Gate,"BTP168 - MSR Building, JC Road",Named Junction,primary,12.0,38,osm_overpass_nearest_road,"Model Road, Kumbaragundi, Kalasipalyam, Bengaluru, Karnataka. Pin-560002 (India)",JC Road,primary,"LINESTRING (77.5836027 12.9604856, 77.583611 12.9605025, 77.5839258 12.9611395, 77.5839669 12.9612227, 77.5840428 12.9613763, 77.5840912 12.9614743)",30.0,0.009618467457518435,0.5959563543003851
osm_way_1242967473,13.183736615291844,77.67980630035099,13.183782294736842,77.67979509736841,13183,77679,Chikkajala,No Junction,No Junction,secondary,9.0,38,osm_overpass_nearest_road,"Unnamed Road, Begur Chikkanahalli, Bengaluru, Karnataka. Pin-562149 (India)",,secondary_link,"LINESTRING (77.6797041 13.1838921, 77.6797421 13.1838143, 77.6797694 13.1837634, 77.679804 13.1837169, 77.6798452 13.1836758, 77.6798922 13.1836411, 77.6799439 13.1836135)",35.0,0.01122154536710484,0.641367137355584
osm_way_222627438,12.954803732715577,77.57228591265813,12.95464832105263,77.5722257473684,12953,77572,V.V.Puram (C.Pet),BTP106 - VV Puram College,Named Junction,secondary,9.0,38,osm_overpass_nearest_road,"Pampa Mahakavi Road, Chandra Shekhar Bharati Layout, Sankarapuram, Basavanagudi, Bengaluru, Karnataka. Pin-560004 (India)",Pampa Mahakavi Road,secondary,"LINESTRING (77.5722754 12.9532693, 77.5722642 12.9539911, 77.5722712 12.9541933, 77.5722734 12.9542559, 77.5722893 12.9550294, 77.5723072 12.9558977, 77.5723077 12.956221, 77.5722986 12.9563379)",38.0,0.012183392112856685,0.6659178433889602
osm_way_338941361,12.980419327016214,77.5880219804003,12.980518889473684,77.58800472631579,12980,77587,Cubbon Park,BTP052 - CID Carlton House Junction,Named Junction,secondary,9.0,38,osm_overpass_nearest_road,"D Devaraj Urs Road, Karnataka Bhavan Junction, Gandhi Nagar, Bengaluru, Karnataka. Pin-560001 (India)",Devaraj Urs Road,tertiary,"LINESTRING (77.5875011 12.9790803, 77.5874548 12.9792246, 77.5874507 12.9792654, 77.5874612 12.9794318, 77.5875468 12.9797967, 77.5875926 12.9798927, 77.5877153 12.9800189, 77.5878189 12.9801223, 77.5884093 12.9808066, 77.5884592 12.9809037, 77.5884893 12.9809622, 77.5885078 12.9810117, 77.5884619 12.9814292, 77.5884587 12.9814716, 77.5884687 12.9815367, 77.5884907 12.9816795, 77.5885515 12.9817666)",37.0,0.011862776530939404,0.6578947368421053
osm_way_763175325,12.961590511597828,77.58886214063332,12.961862297368418,77.58919282631578,12961,77588,Halasuru Gate,BTP180 - Swagath Poornima Theatre,Named Junction,secondary,9.0,38,osm_overpass_nearest_road,"Lalbagh Main Road, Purva Orient Grand, CKC Garden, Wilson Garden, Bengaluru, Karnataka. Pin-560027 (India)",Lalbagh Road,secondary,"LINESTRING (77.5894533 12.9621985, 77.5893076 12.9620466, 77.5890876 12.9618174, 77.5889873 12.9617112, 77.5888332 12.9615523, 77.5886201 12.9613413, 77.5885002 12.9612225, 77.5884055 12.9611395, 77.5883593 12.9610915, 77.5883142 12.9610446, 77.5882631 12.9609906)",34.0,0.010900929785187561,0.6336649550706034
osm_way_35030419,13.101436710597707,77.59870611618109,13.099437290791064,77.59743556792063,13099,77597,Yelahanka,No Junction,No Junction,secondary,9.0,38,osm_overpass_nearest_road,"BB Road, Yelahanka, Bengaluru, Karnataka. Pin-560064 (India)",Bhagyada Bagilu Road,secondary,"LINESTRING (77.5972983 13.0991711, 77.5978794 13.1000877, 77.5979109 13.1001389, 77.5986109 13.101275, 77.5989311 13.1018041, 77.5990676 13.1020296, 77.5992973 13.1024091, 77.5998402 13.1032713, 77.6000334 13.103588, 77.6001177 13.1036993)",34.0,0.010900929785187561,0.6336649550706034
osm_way_35277206,12.99114056282581,77.59489116077528,12.991737415789474,77.59447502105262,12991,77594,High ground,No Junction,No Junction,secondary,9.0,38,osm_overpass_nearest_road,"Millers Road, Kaverappa Layout, Vasant Nagar, Bengaluru, Karnataka. Pin-560001 (India)",,unclassified,"LINESTRING (77.5954141 12.9903123, 77.5953808 12.9903677, 77.5951483 12.9907499, 77.5949376 12.9911006, 77.5948567 12.9912521, 77.5947357 12.9914065, 77.5946627 12.9914998, 77.5945582 12.9916325, 77.5943582 12.9918875, 77.594321 12.9919362)",23.0,0.007374158384097467,0.5030487804878049
osm_way_1105715133,12.917929192680527,77.67118103326088,12.91744407368421,77.67212878947367,12917,77672,Bellandur,No Junction,No Junction,primary,12.0,38,osm_overpass_nearest_road,"Sarjapura Main Road, Purva Whitehall, Ambalipura, Bengaluru, Karnataka. Pin-560102 (India)",Sarjapura Road,primary,"LINESTRING (77.6731526 12.916978, 77.67289 12.9171125, 77.6726771 12.9172232, 77.6726232 12.9172508, 77.6722096 12.9174558, 77.672107 12.9175085, 77.6718403 12.9176539, 77.6717953 12.9176784, 77.6717153 12.9177251, 77.6715998 12.9177815, 77.6715169 12.917822, 77.6711209 12.9180153, 77.6709534 12.9180971, 77.6708893 12.9181284, 77.6708053 12.9181703, 77.6707546 12.9181903, 77.6706814 12.9182192, 77.6699558 12.9184681, 77.669888 12.9184913, 77.6698416 12.9185072, 77.6695352 12.9186077, 77.6691608 12.9187246, 77.6691461 12.9187292)",33.0,0.01058031420327028,0.6256418485237484
osm_way_1125692649,12.970208334349554,77.6068303661583,12.970156414662286,77.60690512485154,12970,77607,Ashok Nagar,No Junction,No Junction,residential,6.0,38,osm_overpass_nearest_road,"Markham Road, St Patricks Complex, Ashok Nagar, Bengaluru, Karnataka. Pin-560025 (India)",,service,"LINESTRING (77.6066833 12.9702587, 77.6067601 12.9702341, 77.6067859 12.9702246, 77.6069768 12.9701561)",38.0,0.012183392112856685,0.6659178433889602
osm_way_1316838536,12.956976422516874,77.69938216674355,12.956938066871746,77.6996938167841,12956,77698,HAL Old Airport,No Junction,No Junction,primary,12.0,38,osm_overpass_nearest_road,"HAL Airport Road, TNR Layout, Marathahalli, Bengaluru, Karnataka. Pin-560037 (India)",Varthur Road,primary,"LINESTRING (77.7007073 12.9569338, 77.7003435 12.9569574, 77.7001567 12.9569744, 77.7000686 12.9569816, 77.6997776 12.9570067, 77.6994853 12.957028, 77.699204 12.9570394, 77.6990296 12.9570328, 77.6987773 12.9569898, 77.6984741 12.9569301, 77.6982353 12.9568876, 77.6981583 12.9568719, 77.6980651 12.9568582)",37.0,0.011862776530939404,0.6578947368421053
osm_way_548524978,12.979019000000001,77.5771119,12.979024684210525,77.57712480789472,12979,77577,Upparpet,BTP058 - Subbanna Junction,Named Junction,secondary,9.0,38,osm_overpass_nearest_road,"5th Main Road, R Subanna Circle, Gandhi Nagar, Bengaluru, Karnataka. Pin-560001 (India)",W H Hanumanthappa Road,tertiary,"LINESTRING (77.5771236 12.9788731, 77.5771002 12.9791649)",35.0,0.01122154536710484,0.641367137355584
osm_way_26808103,12.981345483272047,77.5751721538199,12.980977905263158,77.5750307973684,12980,77575,High ground,BTP057 - Anand Rao Junction,Named Junction,secondary,9.0,38,osm_overpass_nearest_road,"Loop Road, Anand Rao Circle, Gandhi Nagar, Bengaluru, Karnataka. Pin-560009 (India)",Race Course Road,secondary,"LINESTRING (77.5747638 12.9808168, 77.5748098 12.9808238, 77.5748357 12.9808302, 77.5748676 12.9808451, 77.5748972 12.9808687, 77.5749438 12.9809144, 77.5749878 12.9809719, 77.5751844 12.9813526, 77.5754607 12.9818717, 77.5754918 12.9819629)",37.0,0.011862776530939404,0.6578947368421053
osm_way_793844972,13.04558145,77.75037700000001,13.045811436842103,77.75043056842104,13045,77750,K.R. Pura,No Junction,No Junction,residential,6.0,38,osm_overpass_nearest_road,"1st Cross Road, Subhams Antique City, Konadasapura, Bengaluru, Karnataka. Pin-560049 (India)",,residential,"LINESTRING (77.7502197 13.0451995, 77.7505343 13.0459634)",37.0,0.011862776530939404,0.6578947368421053
osm_way_1092008831,12.964211268222488,77.55585614421135,12.96427759736842,77.55558195526316,12964,77555,Magadi Road,No Junction,No Junction,secondary,9.0,38,osm_overpass_nearest_road,"JJR Main Road, JJR Nagar Circle, JJR Nagar North, Bengaluru, Karnataka. Pin-560018 (India)",,tertiary,"LINESTRING (77.5564217 12.9641123, 77.5563483 12.9640756, 77.5562906 12.9640911, 77.5553476 12.9643445, 77.5553184 12.9644045)",37.0,0.011862776530939404,0.6578947368421053
osm_way_36907529,12.966658826486078,77.58134896408576,12.966126510526317,77.58107491315789,12967,77581,Halasuru Gate,"BTP080 - NR Road, SP Road Junction",Named Junction,residential,6.0,38,osm_overpass_nearest_road,"Siddanna Street, Nagartapete, Bengaluru, Karnataka. Pin-560002 (India)",,residential,"LINESTRING (77.5823404 12.9684011, 77.5821794 12.9681375, 77.5820331 12.9678702, 77.5819401 12.9677003, 77.5818238 12.9675166, 77.5818147 12.9674998, 77.581662 12.967218, 77.5815781 12.9670632, 77.5812979 12.9665499, 77.581075 12.9662154, 77.580958 12.9660452, 77.5809213 12.9659902, 77.5808274 12.9658508, 77.5807081 12.9656632, 77.5806706 12.9655157, 77.5805042 12.9648607)",37.0,0.011862776530939404,0.6578947368421053
osm_way_240694321,12.920792783240783,77.66542929602116,12.92077044736842,77.66540782368422,12920,77665,Bellandur,No Junction,No Junction,secondary,9.0,38,osm_overpass_nearest_road,"Outer Ring Road, Iblur Junction, Bellandur, Bengaluru, Karnataka. Pin-560102 (India)",,tertiary,"LINESTRING (77.6653098 12.9206436, 77.6653564 12.9207097, 77.6653729 12.9207372, 77.6655585 12.9209342)",31.0,0.009939083039435716,0.6051026957637997
osm_way_54461013,12.964911808140362,77.55305137444243,12.964610244736843,77.55464018157896,12964,77554,Magadi Road,No Junction,No Junction,residential,6.0,38,osm_overpass_nearest_road,"7th Main Road, JJR Nagar Circle, JJR Nagar North, Bengaluru, Karnataka. Pin-560018 (India)",,residential,"LINESTRING (77.5512664 12.9654125, 77.5515357 12.9652631, 77.551878 12.9651851, 77.5532025 12.9648866, 77.5534701 12.9648121, 77.554524 12.9645204, 77.5546625 12.9644942, 77.5546592 12.9645935, 77.5546756 12.964706)",25.0,0.008015389547932029,0.5344993581514762
osm_way_54461050,12.965219314824235,77.55539759721734,12.964695665789472,77.55523410789475,12964,77555,Magadi Road,No Junction,No Junction,residential,6.0,38,osm_overpass_nearest_road,"Dr BR Ambedkar Bhavan Road, JJR Nagar Circle, JJR Nagar North, Bengaluru, Karnataka. Pin-560018 (India)",,residential,"LINESTRING (77.5551935 12.9644363, 77.5552609 12.9647121, 77.555336 12.9649799, 77.5554025 12.9652332, 77.5554522 12.9654228, 77.5555093 12.9656532, 77.555547 12.9657846, 77.5555932 12.9659605, 77.5556049 12.9660015)",37.0,0.011862776530939404,0.6578947368421053
osm_way_1078493924,12.974039700240601,77.54473088756441,12.974006026315791,77.54473388157895,12974,77544,Vijayanagara,BTP020 - Hosahalli Metro Station,Named Junction,secondary,9.0,38,osm_overpass_nearest_road,"3rd Cross Road, Manuvana, Vijaya Nagar, Bengaluru, Karnataka. Pin-560040 (India)",,secondary,"LINESTRING (77.5447293 12.9739561, 77.5447317 12.9740828, 77.5447325 12.9741233)",37.0,0.011862776530939404,0.6578947368421053
osm_way_1278123719,12.942095608918665,77.6221168307878,12.942130244736843,77.62211182894738,12942,77621,Adugodi,No Junction,No Junction,secondary,9.0,38,osm_overpass_nearest_road,"20th Main Road, KR Garden, Block 8, Koramangala, Bengaluru, Karnataka. Pin-560095 (India)",80 Feet Road,secondary,"LINESTRING (77.6214994 12.9416245, 77.6217952 12.9418544, 77.6218162 12.9418702, 77.6223797 12.9422959, 77.6225928 12.9424494, 77.6226414 12.942486, 77.6226859 12.9425267, 77.6227316 12.9425693)",38.0,0.012183392112856685,0.6659178433889602
osm_way_1095822710,12.97457125044787,77.57809981489699,12.974480363157895,77.57817904210526,12974,77578,Upparpet,BTP044 - Sagar Theatre Junction,Named Junction,residential,6.0,38,osm_overpass_nearest_road,"1st Main Road, Sagar Theatre Junction, Gandhi Nagar, Bengaluru, Karnataka. Pin-560009 (India)",,service,"LINESTRING (77.5783154 12.9746387, 77.5782789 12.9745714, 77.5782301 12.9745278, 77.5781284 12.9745199, 77.577852 12.9746467)",31.0,0.009939083039435716,0.6051026957637997
osm_way_1316889162,12.932517698467434,77.69177094370758,12.932515415789476,77.69168435789473,12932,77691,HAL Old Airport,No Junction,No Junction,secondary,9.0,38,osm_overpass_nearest_road,"New Horizon College Road, Embassy Tech Village, Devara Beesana Halli, Bengaluru, Karnataka. Pin-560103 (India)",,unclassified,"LINESTRING (77.691629 12.9324882, 77.691864 12.9325387, 77.6919138 12.9325377)",38.0,0.012183392112856685,0.6659178433889602
