segment_id,target_hour,count_two_wheeler,count_car,count_auto,count_light_commercial,count_heavy,count_other,count_total,lat_center,lon_center,lat_mean,lon_mean,lat_bin,lon_bin,police_station,junction_name,junction_bucket,road_class,road_width_m,event_count,map_matching_mode,representative_location,road_name,osm_highway,geometry_wkt,segment_total_events,segment_event_rate,segment_rank_pct,hour,day_of_week,month,day_of_year,is_weekend,is_peak,hour_sin,hour_cos,dow_sin,dow_cos,month_sin,month_cos,days_since_start,segment_hour_mean,segment_dow_hour_mean,city_hour_mean,city_dow_hour_mean,lag_1h_total,lag_1h_two_wheeler,lag_1h_car,lag_1h_auto,lag_1h_light_commercial,lag_1h_heavy,lag_1h_other,lag_2h_total,lag_3h_total,lag_24h_total,lag_168h_total
osm_way_23515540,2023-11-12 09:00:00,5,3,1,0,5,0,14,12.976942609972452,77.57782639526344,12.976968142125605,77.57747172086957,12976,77577,Upparpet,BTP040 - Elite Junction,Named Junction,secondary,9.0,2070,osm_overpass_nearest_road,"Y Ramachandra Road, Sri Kanakadasa Circle, Gandhi Nagar, Bengaluru, Karnataka. Pin-560009 (India)",2nd Cross Road,tertiary,"LINESTRING (77.5756976 12.9770902, 77.5757886 12.9770972, 77.5760581 12.977088, 77.5765082 12.9770641, 77.577324 12.9769955, 77.5776336 12.9769647, 77.5779741 12.9769322, 77.5782155 12.9769092, 77.5786807 12.9768683, 77.5792617 12.9768129, 77.5794481 12.9767977, 77.5797583 12.9767729, 77.5799536 12.9767572)",1870.0,0.5689078186796471,0.85,9,6,11,316,1,1,0.7071067811865476,-0.7071067811865475,-0.7818314824680299,0.6234898018587334,-0.5000000000000004,0.8660254037844384,2.375,1.8618801338606632,2.6066321874049287,1.017949498022513,1.362093094006693,5.0,4.0,1.0,0.0,0.0,0.0,0.0,7.0,0.0,0.0,0.0
osm_way_26139254,2023-11-12 09:00:00,7,0,0,0,0,0,7,12.976750147842468,77.57646299116512,12.9769971167057,77.57646129371584,12977,77576,Upparpet,BTP040 - Elite Junction,Named Junction,residential,6.0,2562,osm_overpass_nearest_road,"6th Main Road, RK Puram, Gandhi Nagar, Bengaluru, Karnataka. Pin-560009 (India)",,residential,"LINESTRING (77.5764555 12.9780131, 77.5764653 12.9778849, 77.5764745 12.9775456, 77.576502 12.9771196, 77.5765082 12.9770641, 77.5765114 12.9770102, 77.5765397 12.9762162, 77.5764481 12.9759669, 77.5761926 12.9755992, 77.576166 12.9755676)",2233.0,0.6793428658351081,0.9,9,6,11,316,1,1,0.7071067811865476,-0.7071067811865475,-0.7818314824680299,0.6234898018587334,-0.5000000000000004,0.8660254037844384,2.375,3.190751445086705,5.468816550045634,1.017949498022513,1.362093094006693,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
osm_way_328894855,2023-11-12 09:00:00,1,0,0,0,0,0,1,13.006952606750659,77.68843241906971,13.005855161072263,77.68606384452214,13006,77687,K.R. Pura,No Junction,No Junction,secondary,9.0,858,osm_overpass_nearest_road,"MBT Road, SM Layout, Dooravani Nagar, Bengaluru, Karnataka. Pin-560016 (India)",,tertiary,"LINESTRING (77.6849461 13.0052422, 77.6852715 13.0054194, 77.6869412 13.0063286, 77.688734 13.0072263, 77.6893726 13.0075511, 77.6899967 13.007772, 77.6918298 13.008163, 77.6920908 13.0081795)",853.0,0.259507149376331,0.36666666666666664,9,6,11,316,1,1,0.7071067811865476,-0.7071067811865475,-0.7818314824680299,0.6234898018587334,-0.5000000000000004,0.8660254037844384,2.375,0.3577730453300882,0.5111043504715547,1.017949498022513,1.362093094006693,1.0,0.0,1.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0
osm_way_36884561,2023-11-12 09:00:00,0,2,0,0,1,0,3,12.97824356424307,77.58089361338057,12.977598505214372,77.58039964762457,12977,77580,Upparpet,BTP044 - Sagar Theatre Junction,Named Junction,secondary,9.0,863,osm_overpass_nearest_road,"1st Main Road, Jakkarayana Kere, Gandhi Nagar, Bengaluru, Karnataka. Pin-560009 (India)",Kalidasa Road,tertiary,"LINESTRING (77.5799536 12.9767572, 77.5799706 12.9768423, 77.5799782 12.9768806, 77.5802402 12.9772665, 77.5804517 12.9775781, 77.5804614 12.9775923, 77.5810821 12.9785067, 77.5813476 12.9788978, 77.5813716 12.9789343, 77.5817433 12.9794981, 77.5817508 12.9795174, 77.5817352 12.9795773, 77.5817004 12.9796232, 77.5816277 12.9797193)",802.0,0.24399148159415882,0.25833333333333336,9,6,11,316,1,1,0.7071067811865476,-0.7071067811865475,-0.7818314824680299,0.6234898018587334,-0.5000000000000004,0.8660254037844384,2.375,1.2485549132947975,1.2266504411317312,1.017949498022513,1.362093094006693,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,8.0,0.0
osm_way_36954518,2023-11-12 09:00:00,0,1,0,0,0,0,1,12.976315461382207,77.57844066156758,12.976299873148976,77.5784038765388,12975,77578,Upparpet,BTP044 - Sagar Theatre Junction,Named Junction,residential,6.0,1121,osm_overpass_nearest_road,"3rd Main Road, Sri Kanakadasa Circle, Gandhi Nagar, Bengaluru, Karnataka. Pin-560009 (India)",2nd Main Road,residential,"LINESTRING (77.5786807 12.9768683, 77.5786723 12.9768176, 77.5785575 12.9765692, 77.5784149 12.9762582, 77.5782112 12.9758138, 77.5781773 12.9757734)",1010.0,0.30727106784301794,0.5666666666666667,9,6,11,316,1,1,0.7071067811865476,-0.7071067811865475,-0.7818314824680299,0.6234898018587334,-0.5000000000000004,0.8660254037844384,2.375,1.2412534225737755,0.7666565257073319,1.017949498022513,1.362093094006693,3.0,2.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0
osm_way_36957712,2023-11-12 09:00:00,0,1,2,0,0,0,3,12.977085475963761,77.57561449181279,12.977405947822087,77.57553810521472,12976,77575,Upparpet,BTP040 - Elite Junction,Named Junction,secondary,9.0,3260,osm_overpass_nearest_road,"Subedar Chatram Road, RK Puram, Gandhi Nagar, Bengaluru, Karnataka. Pin-560009 (India)",Subedar Chatram Road,tertiary,"LINESTRING (77.5750712 12.9790093, 77.5750959 12.9789184, 77.5751065 12.9788837, 77.5753273 12.9781782, 77.5754995 12.9777026, 77.5756652 12.9772165, 77.5756806 12.9771586, 77.5756976 12.9770902, 77.5757338 12.9766699, 77.5757767 12.976155, 77.5757909 12.9760778, 77.5758211 12.9759617, 77.5758576 12.9758588, 77.5759144 12.9757236, 77.5759921 12.9756394, 77.5760561 12.975533, 77.5760632 12.9755044, 77.5760617 12.9754284, 77.5760653 12.9753626, 77.5760588 12.9752631, 77.5760832 12.9751678)",2945.0,0.8959537572254336,1.0,9,6,11,316,1,1,0.7071067811865476,-0.7071067811865475,-0.7818314824680299,0.6234898018587334,-0.5000000000000004,0.8660254037844384,2.375,2.2926680864009734,2.197748707027685,1.017949498022513,1.362093094006693,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0
osm_way_36967993,2023-11-12 09:00:00,0,1,0,0,0,0,1,12.981327453737364,77.60904031191417,12.981402506567235,77.60880063594286,12981,77608,Shivajinagar,BTP051 - Safina Plaza Junction,Named Junction,secondary,9.0,2034,osm_overpass_nearest_road,"Dispensary Road, Tasker Town, Shivaji Nagar, Bengaluru, Karnataka. Pin-560001 (India)",Dispensary Road,tertiary,"LINESTRING (77.6080461 12.9817196, 77.6082407 12.9816235, 77.6082691 12.9816089, 77.6082814 12.9816038, 77.6086001 12.9814971, 77.6095242 12.9811414, 77.6099607 12.9809819, 77.6099872 12.9809724, 77.6100453 12.9809645)",1830.0,0.5567386674779434,0.8333333333333334,9,6,11,316,1,1,0.7071067811865476,-0.7071067811865475,-0.7818314824680299,0.6234898018587334,-0.5000000000000004,0.8660254037844384,2.375,1.8764831153027075,4.497718284149681,1.017949498022513,1.362093094006693,10.0,9.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0
osm_way_38684970,2023-11-12 09:00:00,4,0,0,0,1,0,5,12.976628513341469,77.57438231038472,12.977249944558745,77.57416207666485,12975,77574,Upparpet,BTP045 - Danvanthri Road Junction,Named Junction,primary,12.0,1847,osm_overpass_nearest_road,"Major T Ramachandrappa Road, AT Extension, Gandhi Nagar, Bengaluru, Karnataka. Pin-560009 (India)",Dhanvanthari Road,primary,"LINESTRING (77.5746648 12.9742752, 77.5746606 12.9743621, 77.5746391 12.9745604, 77.5746691 12.9748205, 77.5746978 12.9750029, 77.5747547 12.9754468, 77.5747569 12.9754668, 77.5747838 12.9755462, 77.5748102 12.9756772, 77.5748299 12.9759817, 77.5748429 12.9761596, 77.5748052 12.976477, 77.5747687 12.9766096, 77.5746172 12.9769933, 77.5744934 12.9771702, 77.5743944 12.9773116, 77.5742749 12.9774604, 77.5742335 12.9775119, 77.5742187 12.9775304, 77.5738041 12.9780468, 77.5735066 12.9783696, 77.5734094 12.9784867, 77.5733274 12.9785228, 77.5732778 12.9785769, 77.5731925 12.9786698)",1644.0,0.5001521143900213,0.7166666666666667,9,6,11,316,1,1,0.7071067811865476,-0.7071067811865475,-0.7818314824680299,0.6234898018587334,-0.5000000000000004,0.8660254037844384,2.375,1.2704593854578643,2.4021904472163067,1.017949498022513,1.362093094006693,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
osm_way_411092287,2023-11-12 09:00:00,7,0,0,0,0,0,7,12.973275852224216,77.57915224504028,12.97326839255814,77.57916294041343,12972,77578,Upparpet,BTP044 - Sagar Theatre Junction,Named Junction,residential,6.0,1935,osm_overpass_nearest_road,"3rd Cross Road, Kempegowda Extension, Chickpete, Bengaluru, Karnataka. Pin-560009 (India)",6th Cross Road,residential,"LINESTRING (77.5793892 12.9738042, 77.5793509 12.9737188, 77.5792103 12.9734053, 77.5790666 12.9730849, 77.5789153 12.9727475)",1785.0,0.5430483723760268,0.7833333333333333,9,6,11,316,1,1,0.7071067811865476,-0.7071067811865475,-0.7818314824680299,0.6234898018587334,-0.5000000000000004,0.8660254037844384,2.375,1.898387587465774,0.6133252205658656,1.017949498022513,1.362093094006693,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0
osm_way_760543009,2023-11-12 09:00:00,4,0,1,1,0,0,6,12.964404581447162,77.57827158561484,12.964415752701072,77.57818957257797,12964,77577,City Market,BTP082 - KR Market Junction,Named Junction,primary,12.0,799,osm_overpass_nearest_road,"Silver Jubilee Park Road, City Market Circle, Bengaluru, Karnataka. Pin-560002 (India)",SJP Road,primary,"LINESTRING (77.5775352 12.9644621, 77.5776941 12.9644591, 77.5779178 12.9644537, 77.5779519 12.9644515, 77.5783452 12.9644084, 77.5783813 12.9644049, 77.5790036 12.964302)",736.0,0.22391238211134773,0.16666666666666666,9,6,11,316,1,1,0.7071067811865476,-0.7071067811865475,-0.7818314824680299,0.6234898018587334,-0.5000000000000004,0.8660254037844384,2.375,1.0733191359902645,2.555521752357773,1.017949498022513,1.362093094006693,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
osm_way_107221160,2023-11-12 10:00:00,3,2,0,0,0,0,5,13.007834500210988,77.57115730907321,13.007731615625001,77.57115094589844,13007,77571,Malleshwaram,No Junction,No Junction,primary,12.0,1024,osm_overpass_nearest_road,"Sri Venkataranga Ayangar Road, Malleshwaram 18th Cross Junction, Malleshwaram West, Bengaluru, Karnataka. Pin-560055 (India)",Sampige Road,primary,"LINESTRING (77.571172 13.0071967, 77.5711436 13.0084297, 77.5711426 13.0084723)",938.0,0.2853665956799513,0.5166666666666667,10,6,11,316,1,1,0.49999999999999994,-0.8660254037844387,-0.7818314824680299,0.6234898018587334,-0.5000000000000004,0.8660254037844384,2.4166666666666665,0.9053848494067538,0.8177669607544874,1.0351080012169152,1.4464253118344996,10.0,7.0,2.0,1.0,0.0,0.0,0.0,5.0,5.0,0.0,0.0
osm_way_1091199881,2023-11-12 10:00:00,1,0,1,0,1,0,3,13.008147238061879,77.69498636068339,13.008125207798164,77.69524381532109,13008,77694,K.R. Pura,No Junction,No Junction,residential,6.0,1090,osm_overpass_nearest_road,"MBT Road, Devasandra Junction, KR Puram, Bengaluru, Karnataka. Pin-560036 (India)",,service,"LINESTRING (77.6957101 13.0082611, 77.6956638 13.0081853, 77.6954349 13.008145, 77.6951329 13.0081209, 77.6948276 13.0081269, 77.6947271 13.0081289, 77.6945944 13.008135, 77.694451 13.0081416, 77.6943118 13.0081692, 77.6942415 13.0082272)",935.0,0.28445390933982356,0.5,10,6,11,316,1,1,0.49999999999999994,-0.8660254037844387,-0.7818314824680299,0.6234898018587334,-0.5000000000000004,0.8660254037844384,2.4166666666666665,0.4599939154243991,0.5622147855187101,1.0351080012169152,1.4464253118344996,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,0.0,0.0,0.0
osm_way_1091226939,2023-11-12 10:00:00,1,0,1,0,0,0,2,13.071996641117888,77.58955024504385,13.07128243035461,77.58822930138298,13071,77587,Kodigehalli,No Junction,No Junction,secondary,9.0,2820,osm_overpass_nearest_road,"Sahakar Nagar Road, Fortune Acacia, Byatarayanapura, Bengaluru, Karnataka. Pin-560092 (India)",GKVK Road,secondary,"LINESTRING (77.5925525 13.0720013, 77.5914312 13.0723047, 77.5905982 13.0725268, 77.5896806 13.0727613, 77.5896125 13.0727718, 77.589507 13.0727683, 77.5891243 13.0727073, 77.5889598 13.0726464, 77.5889281 13.0726233, 77.5888543 13.0725628, 77.5887792 13.0724513, 77.5885689 13.0721232, 77.5883755 13.0718127, 77.5883489 13.0717699, 77.5883427 13.0717604, 77.5881568 13.0714775, 77.5880092 13.0712601, 77.587949 13.0711912, 77.5878596 13.0710889, 77.58772 13.0709316, 77.5876706 13.070876, 77.587278 13.0704456, 77.5871958 13.0703977, 77.5870595 13.0703397)",2624.0,0.7982963188317614,0.9833333333333333,10,6,11,316,1,1,0.49999999999999994,-0.8660254037844387,-0.7818314824680299,0.6234898018587334,-0.5000000000000004,0.8660254037844384,2.4166666666666665,2.7599634925463947,3.9355034986309705,1.0351080012169152,1.4464253118344996,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
osm_way_1158621923,2023-11-12 10:00:00,1,0,5,1,0,0,7,12.982864874124026,77.61079119375364,12.981663721704297,77.61032356718864,12982,77610,Shivajinagar,BTP051 - Safina Plaza Junction,Named Junction,secondary,9.0,2746,osm_overpass_nearest_road,"Kamaraj Road, Sri Nagamma Devi Circle, Sivanchetti Gardens, Bengaluru, Karnataka. Pin-560042 (India)",Kamaraj Road,tertiary,"LINESTRING (77.6100994 12.981036, 77.6101421 12.9811601, 77.610227 12.9814067, 77.6102618 12.9815071, 77.6102719 12.9815371, 77.6102848 12.9815765, 77.6105128 12.9822064, 77.6105482 12.982335, 77.6105896 12.9826403, 77.6106274 12.9828988, 77.6106499 12.9830532, 77.6106643 12.9830954, 77.6107615 12.9832888, 77.6109992 12.9836568, 77.6112553 12.9838788, 77.6114976 12.9840777, 77.6117128 12.9842886, 77.6117556 12.9843505, 77.6117965 12.9844973)",2424.0,0.7374505628232431,0.9166666666666666,10,6,11,316,1,1,0.49999999999999994,-0.8660254037844387,-0.7818314824680299,0.6234898018587334,-0.5000000000000004,0.8660254037844384,2.4166666666666665,3.322178278065105,6.439914815941588,1.0351080012169152,1.4464253118344996,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,12.0,4.0,0.0
osm_way_1207956701,2023-11-12 10:00:00,12,0,1,0,0,0,13,12.969572265754024,77.57562264857323,12.969297471136619,77.57545534924311,12967,77574,City Market,"BTP083 - AS Char Street, Mysore Road",Named Junction,secondary,9.0,2120,osm_overpass_nearest_road,"AS Char Main Road, Chickpet Circle, Chickpete, Bengaluru, Karnataka. Pin-560053 (India)",B.V.K. Iyengar Road,tertiary,"LINESTRING (77.5782165 12.9742839, 77.5782278 12.9742486, 77.5782223 12.9742351, 77.5776122 12.9732963, 77.577262 12.9728021, 77.5770768 12.972468, 77.5769176 12.9721843, 77.5767774 12.9719343, 77.576621 12.9716162, 77.5764488 12.9712876, 77.5761969 12.9707663, 77.5759496 12.9703063, 77.5758361 12.970092, 77.5757499 12.9699214, 77.5756955 12.969816, 77.5754016 12.9693619, 77.575299 12.9691863, 77.5751608 12.9689499, 77.5751179 12.9688663, 77.5750366 12.9686896, 77.5749002 12.9684141, 77.574889 12.9683898, 77.5748666 12.9683438, 77.5747499 12.9680994, 77.5746035 12.9678268, 77.5745573 12.967738, 77.574455 12.9675416, 77.5744276 12.9674877, 77.574304 12.9672571, 77.5740237 12.9667126, 77.5739248 12.9665043, 77.5738916 12.9664173, 77.5737872 12.9660315, 77.5737699 12.9656705, 77.5737705 12.9654368, 77.5737614 12.9650533, 77.5737589 12.9650053, 77.5737567 12.9649596, 77.5737399 12.9646124)",1981.0,0.6026772132643748,0.8666666666666667,10,6,11,316,1,1,0.49999999999999994,-0.8660254037844387,-0.7818314824680299,0.6234898018587334,-0.5000000000000004,0.8660254037844384,2.4166666666666665,1.7304533008822633,2.299969577121996,1.0351080012169152,1.4464253118344996,4.0,0.0,2.0,2.0,0.0,0.0,0.0,0.0,0.0,13.0,0.0
osm_way_1278975050,2023-11-12 10:00:00,8,3,0,0,0,0,11,12.964638984106822,77.53959511971502,12.964807015938337,77.53907634540067,12965,77538,Vijayanagara,"BTP016 - 5th Main Road, RPC Layout",Named Junction,secondary,9.0,1741,osm_overpass_nearest_road,"Sri Sankasta Hara Ganapati Temple Road, RPC Layout, Vijaya Nagar Stage 2, Bengaluru, Karnataka. Pin-560104 (India)",5th Main Road,secondary,"LINESTRING (77.538189 12.9650872, 77.5385739 12.9649567, 77.5391349 12.964763, 77.5395405 12.9646229, 77.540567 12.9643633, 77.5410181 12.9642473)",1730.0,0.5263157894736842,0.75,10,6,11,316,1,1,0.49999999999999994,-0.8660254037844387,-0.7818314824680299,0.6234898018587334,-0.5000000000000004,0.8660254037844384,2.4166666666666665,1.4822026163675082,1.1244295710374201,1.0351080012169152,1.4464253118344996,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0
osm_way_1304379337,2023-11-12 10:00:00,0,0,1,0,0,0,1,12.979812283815365,77.5749078562517,12.979782275115921,77.57493152511593,12979,77574,Upparpet,BTP057 - Anand Rao Junction,Named Junction,secondary,9.0,1294,osm_overpass_nearest_road,"Subedar Chatram Road, Anand Rao Circle, Gandhi Nagar, Bengaluru, Karnataka. Pin-560009 (India)",Subedar Chatram Road,tertiary,"LINESTRING (77.5747755 12.9806213, 77.5747944 12.9804928, 77.5748336 12.9802272, 77.5748759 12.9799578, 77.5748796 12.9799346, 77.5749618 12.9794576, 77.5750712 12.9790093)",1122.0,0.34134469120778826,0.6,10,6,11,316,1,1,0.49999999999999994,-0.8660254037844387,-0.7818314824680299,0.6234898018587334,-0.5000000000000004,0.8660254037844384,2.4166666666666665,0.5330088226346212,0.664435655613021,1.0351080012169152,1.4464253118344996,1.0,1.0,0.0,0.0,0.0,0.0,0.0,5.0,4.0,2.0,0.0
osm_way_142664922,2023-11-12 10:00:00,7,1,0,0,0,0,8,12.980496874585638,77.60756380222188,12.980313766945054,77.60743796874725,12981,77607,Shivajinagar,BTP051 - Safina Plaza Junction,Named Junction,secondary,9.0,2275,osm_overpass_nearest_road,"Main Guard Cross Road, Tasker Town, Shivaji Nagar, Bengaluru, Karnataka. Pin-560001 (India)",Main Guard Cross Road,tertiary,"LINESTRING (77.6070952 12.9792685, 77.6071409 12.9793888, 77.6073836 12.9800269, 77.6074706 12.9802558, 77.6076935 12.9808418, 77.6079559 12.9815211, 77.6079642 12.9815406, 77.6080461 12.9817196)",1988.0,0.6048068147246729,0.8833333333333333,10,6,11,316,1,1,0.49999999999999994,-0.8660254037844387,-0.7818314824680299,0.6234898018587334,-0.5000000000000004,0.8660254037844384,2.4166666666666665,2.358381502890173,2.8110739275935503,1.0351080012169152,1.4464253118344996,8.0,4.0,0.0,3.0,0.0,1.0,0.0,18.0,10.0,13.0,0.0
osm_way_191031652,2023-11-12 10:00:00,0,0,2,0,0,0,2,12.975547666093782,77.57909565902443,12.975991089650536,77.57939043776881,12974,77578,Upparpet,BTP044 - Sagar Theatre Junction,Named Junction,secondary,9.0,744,osm_overpass_nearest_road,"1st Main Road, Maharani College Junction, Gandhi Nagar, Bengaluru, Karnataka. Pin-560009 (India)",Kalidasa Road,tertiary,"LINESTRING (77.5799536 12.9767572, 77.5798591 12.9766444, 77.579694 12.9764081, 77.5796043 12.9762779, 77.5795741 12.9762355, 77.5794558 12.9760642, 77.5793826 12.9759589, 77.5790056 12.9754212, 77.57854 12.9747507, 77.5784248 12.9745861, 77.5783155 12.9744196, 77.5783052 12.9744017, 77.5782468 12.9743317)",693.0,0.21083054456951628,0.1,10,6,11,316,1,1,0.49999999999999994,-0.8660254037844387,-0.7818314824680299,0.6234898018587334,-0.5000000000000004,0.8660254037844384,2.4166666666666665,0.5403103133556434,0.5622147855187101,1.0351080012169152,1.4464253118344996,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0
osm_way_23515540,2023-11-12 10:00:00,0,5,0,0,0,0,5,12.976942609972452,77.57782639526344,12.976968142125605,77.57747172086957,12976,77577,Upparpet,BTP040 - Elite Junction,Named Junction,secondary,9.0,2070,osm_overpass_nearest_road,"Y Ramachandra Road, Sri Kanakadasa Circle, Gandhi Nagar, Bengaluru, Karnataka. Pin-560009 (India)",2nd Cross Road,tertiary,"LINESTRING (77.5756976 12.9770902, 77.5757886 12.9770972, 77.5760581 12.977088, 77.5765082 12.9770641, 77.577324 12.9769955, 77.5776336 12.9769647, 77.5779741 12.9769322, 77.5782155 12.9769092, 77.5786807 12.9768683, 77.5792617 12.9768129, 77.5794481 12.9767977, 77.5797583 12.9767729, 77.5799536 12.9767572)",1870.0,0.5689078186796471,0.85,10,6,11,316,1,1,0.49999999999999994,-0.8660254037844387,-0.7818314824680299,0.6234898018587334,-0.5000000000000004,0.8660254037844384,2.4166666666666665,1.68664435655613,1.8399756616975966,1.0351080012169152,1.4464253118344996,14.0,5.0,3.0,1.0,0.0,5.0,0.0,5.0,7.0,0.0,0.0
osm_way_325436715,2023-11-12 10:00:00,0,0,0,0,0,0,0,12.991960235782026,77.58862880681458,12.991452731343438,77.5885572330766,12991,77588,High ground,BTP032 - Windsor Circle,Named Junction,secondary,9.0,1134,osm_overpass_nearest_road,"Palace Road, Kalpana Circle, Vasant Nagar, Bengaluru, Karnataka. Pin-560001 (India)",Palace Road,tertiary,"LINESTRING (77.5885678 12.9907672, 77.588569 12.990801, 77.5885524 12.9910347, 77.5885422 12.9911615, 77.588534 12.9914522, 77.5885847 12.9918899, 77.5886182 12.9921712, 77.588641 12.9923482, 77.5886772 12.9925216, 77.5887034 12.9926113, 77.5887587 12.9928206, 77.5887916 12.9929279, 77.5888436 12.9930735, 77.5888735 12.9931271)",1130.0,0.343778521448129,0.6166666666666667,10,6,11,316,1,1,0.49999999999999994,-0.8660254037844387,-0.7818314824680299,0.6234898018587334,-0.5000000000000004,0.8660254037844384,2.4166666666666665,0.2774566473988439,0.0,1.0351080012169152,1.4464253118344996,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
osm_way_328894855,2023-11-12 10:00:00,3,5,0,0,0,0,8,13.006952606750659,77.68843241906971,13.005855161072263,77.68606384452214,13006,77687,K.R. Pura,No Junction,No Junction,secondary,9.0,858,osm_overpass_nearest_road,"MBT Road, SM Layout, Dooravani Nagar, Bengaluru, Karnataka. Pin-560016 (India)",,tertiary,"LINESTRING (77.6849461 13.0052422, 77.6852715 13.0054194, 77.6869412 13.0063286, 77.688734 13.0072263, 77.6893726 13.0075511, 77.6899967 13.007772, 77.6918298 13.008163, 77.6920908 13.0081795)",853.0,0.259507149376331,0.36666666666666664,10,6,11,316,1,1,0.49999999999999994,-0.8660254037844387,-0.7818314824680299,0.6234898018587334,-0.5000000000000004,0.8660254037844384,2.4166666666666665,1.087922117432309,2.351080012169151,1.0351080012169152,1.4464253118344996,1.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,2.0,0.0,0.0
osm_way_36954518,2023-11-12 10:00:00,0,0,0,0,0,0,0,12.976315461382207,77.57844066156758,12.976299873148976,77.5784038765388,12975,77578,Upparpet,BTP044 - Sagar Theatre Junction,Named Junction,residential,6.0,1121,osm_overpass_nearest_road,"3rd Main Road, Sri Kanakadasa Circle, Gandhi Nagar, Bengaluru, Karnataka. Pin-560009 (India)",2nd Main Road,residential,"LINESTRING (77.5786807 12.9768683, 77.5786723 12.9768176, 77.5785575 12.9765692, 77.5784149 12.9762582, 77.5782112 12.9758138, 77.5781773 12.9757734)",1010.0,0.30727106784301794,0.5666666666666667,10,6,11,316,1,1,0.49999999999999994,-0.8660254037844387,-0.7818314824680299,0.6234898018587334,-0.5000000000000004,0.8660254037844384,2.4166666666666665,0.8907818679647094,1.3799817462731976,1.0351080012169152,1.4464253118344996,1.0,0.0,1.0,0.0,0.0,0.0,0.0,3.0,1.0,0.0,0.0
osm_way_36957712,2023-11-12 10:00:00,0,0,0,0,1,0,1,12.977085475963761,77.57561449181279,12.977405947822087,77.57553810521472,12976,77575,Upparpet,BTP040 - Elite Junction,Named Junction,secondary,9.0,3260,osm_overpass_nearest_road,"Subedar Chatram Road, RK Puram, Gandhi Nagar, Bengaluru, Karnataka. Pin-560009 (India)",Subedar Chatram Road,tertiary,"LINESTRING (77.5750712 12.9790093, 77.5750959 12.9789184, 77.5751065 12.9788837, 77.5753273 12.9781782, 77.5754995 12.9777026, 77.5756652 12.9772165, 77.5756806 12.9771586, 77.5756976 12.9770902, 77.5757338 12.9766699, 77.5757767 12.976155, 77.5757909 12.9760778, 77.5758211 12.9759617, 77.5758576 12.9758588, 77.5759144 12.9757236, 77.5759921 12.9756394, 77.5760561 12.975533, 77.5760632 12.9755044, 77.5760617 12.9754284, 77.5760653 12.9753626, 77.5760588 12.9752631, 77.5760832 12.9751678)",2945.0,0.8959537572254336,1.0,10,6,11,316,1,1,0.49999999999999994,-0.8660254037844387,-0.7818314824680299,0.6234898018587334,-0.5000000000000004,0.8660254037844384,2.4166666666666665,2.278065104958929,1.5844234864618194,1.0351080012169152,1.4464253118344996,3.0,0.0,1.0,2.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0
osm_way_36967993,2023-11-12 10:00:00,2,0,3,0,0,0,5,12.981327453737364,77.60904031191417,12.981402506567235,77.60880063594286,12981,77608,Shivajinagar,BTP051 - Safina Plaza Junction,Named Junction,secondary,9.0,2034,osm_overpass_nearest_road,"Dispensary Road, Tasker Town, Shivaji Nagar, Bengaluru, Karnataka. Pin-560001 (India)",Dispensary Road,tertiary,"LINESTRING (77.6080461 12.9817196, 77.6082407 12.9816235, 77.6082691 12.9816089, 77.6082814 12.9816038, 77.6086001 12.9814971, 77.6095242 12.9811414, 77.6099607 12.9809819, 77.6099872 12.9809724, 77.6100453 12.9809645)",1830.0,0.5567386674779434,0.8333333333333334,10,6,11,316,1,1,0.49999999999999994,-0.8660254037844387,-0.7818314824680299,0.6234898018587334,-0.5000000000000004,0.8660254037844384,2.4166666666666665,2.884088834803772,5.673258290234257,1.0351080012169152,1.4464253118344996,1.0,0.0,1.0,0.0,0.0,0.0,0.0,10.0,0.0,0.0,0.0
